Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Description,Victim Age,Victim Gender,Weapon Used,Case Closed,Risk
31225,27-07-2023,7/25/2023 0:00,19:29:00,Bhopal,EXTORTION,74,F,,Yes,Medium
31226,27-07-2023,7/25/2023 1:00,3:53:00,Delhi,BURGLARY,46,F,Blunt Object,No,Medium
31227,25-07-2023,7/25/2023 2:00,19:20:00,Ahmedabad,ILLEGAL POSSESSION,61,F,Explosives,Yes,High
31228,27-07-2023,7/25/2023 3:00,0:51:00,Kolkata,HOMICIDE,66,F,Other,Yes,High
31229,26-07-2023,7/25/2023 4:00,4:02:00,Ludhiana,SHOPLIFTING,72,M,Knife,Yes,Medium
31230,27-07-2023,7/25/2023 5:00,1:06:00,Kolkata,VEHICLE - STOLEN,76,M,Explosives,No,High
31231,27-07-2023,7/25/2023 6:00,8:44:00,Delhi,IDENTITY THEFT,22,F,Poison,No,Medium
31232,25-07-2023,7/25/2023 7:00,19:20:00,Patna,FRAUD,15,M,Explosives,No,High
31233,26-07-2023,7/25/2023 8:00,10:50:00,Hyderabad,DOMESTIC VIOLENCE,65,F,Other,Yes,Low
31234,26-07-2023,7/25/2023 9:00,3:59:00,Delhi,VEHICLE - STOLEN,68,F,Explosives,Yes,High
31235,25-07-2023,7/25/2023 10:00,2:54:00,Chennai,SHOPLIFTING,43,F,Poison,No,Medium
31236,26-07-2023,7/25/2023 11:00,10:06:00,Mumbai,ARSON,16,M,Blunt Object,Yes,Low
31237,26-07-2023,7/25/2023 12:00,3:59:00,Jaipur,IDENTITY THEFT,74,M,Firearm,Yes,High
31238,27-07-2023,7/25/2023 13:00,16:57:00,Hyderabad,VANDALISM,41,F,Poison,No,Medium
31239,25-07-2023,7/25/2023 14:00,1:56:00,Varanasi,PUBLIC INTOXICATION,28,F,Poison,No,Medium
31240,28-07-2023,7/25/2023 15:00,20:43:00,Srinagar,PUBLIC INTOXICATION,79,M,,Yes,Low
31241,27-07-2023,7/25/2023 16:00,23:03:00,Mumbai,PUBLIC INTOXICATION,68,F,Other,No,Low
31242,28-07-2023,7/25/2023 17:00,4:03:00,Chennai,ROBBERY,65,F,Explosives,No,High
31243,27-07-2023,7/25/2023 18:00,7:30:00,Mumbai,ILLEGAL POSSESSION,53,F,Blunt Object,No,Low
31244,27-07-2023,7/25/2023 19:00,14:55:00,Delhi,CYBERCRIME,65,M,Blunt Object,Yes,Low
31245,28-07-2023,7/25/2023 20:00,0:17:00,Surat,SHOPLIFTING,49,F,Blunt Object,No,Low
31246,26-07-2023,7/25/2023 21:00,9:08:00,Hyderabad,EXTORTION,12,F,Other,Yes,Medium
31247,26-07-2023,7/25/2023 22:00,1:02:00,Chennai,EXTORTION,71,M,Other,No,Medium
31248,27-07-2023,7/25/2023 23:00,8:05:00,Rajkot,HOMICIDE,11,F,Poison,Yes,High
31249,28-07-2023,7/26/2023 0:00,0:39:00,Bangalore,EXTORTION,33,F,Blunt Object,No,Medium
31250,28-07-2023,7/26/2023 1:00,2:46:00,Hyderabad,BURGLARY,70,F,Explosives,Yes,High
31251,27-07-2023,7/26/2023 2:00,21:11:00,Chennai,CYBERCRIME,35,M,Explosives,Yes,High
31252,27-07-2023,7/26/2023 3:00,17:35:00,Mumbai,VANDALISM,59,F,Poison,Yes,Medium
31253,26-07-2023,7/26/2023 4:00,15:53:00,Pune,ILLEGAL POSSESSION,21,F,Other,Yes,Low
31254,28-07-2023,7/26/2023 5:00,18:24:00,Hyderabad,TRAFFIC VIOLATION,66,F,Firearm,Yes,High
31255,29-07-2023,7/26/2023 6:00,17:23:00,Hyderabad,SHOPLIFTING,13,F,,Yes,Low
31256,28-07-2023,7/26/2023 7:00,11:49:00,Bangalore,VANDALISM,46,F,Knife,Yes,Medium
31257,27-07-2023,7/26/2023 8:00,11:00:00,Meerut,VEHICLE - STOLEN,28,F,Knife,No,Medium
31258,28-07-2023,7/26/2023 9:00,18:33:00,Ahmedabad,BURGLARY,40,F,Poison,Yes,Medium
31259,29-07-2023,7/26/2023 10:00,22:04:00,Lucknow,SHOPLIFTING,25,F,Blunt Object,No,Low
31260,28-07-2023,7/26/2023 11:00,9:02:00,Bangalore,VEHICLE - STOLEN,25,M,Firearm,Yes,High
31261,27-07-2023,7/26/2023 12:00,9:23:00,Mumbai,ILLEGAL POSSESSION,63,F,Knife,Yes,Medium
31262,26-07-2023,7/26/2023 13:00,13:15:00,Jaipur,HOMICIDE,28,F,Poison,No,High
31263,26-07-2023,7/26/2023 14:00,18:41:00,Lucknow,DOMESTIC VIOLENCE,17,M,Poison,No,Medium
31264,27-07-2023,7/26/2023 15:00,10:49:00,Kolkata,VEHICLE - STOLEN,32,F,Other,No,Low
31265,27-07-2023,7/26/2023 16:00,22:23:00,Hyderabad,FIREARM OFFENSE,61,M,,No,Low
31266,28-07-2023,7/26/2023 17:00,4:48:00,Chennai,DRUG OFFENSE,56,F,Knife,Yes,Medium
31267,27-07-2023,7/26/2023 18:00,23:22:00,Delhi,IDENTITY THEFT,32,F,Poison,No,Medium
31268,29-07-2023,7/26/2023 19:00,2:51:00,Delhi,ASSAULT,10,F,,Yes,High
31269,27-07-2023,7/26/2023 20:00,17:07:00,Jaipur,ARSON,54,F,Firearm,No,High
31270,28-07-2023,7/26/2023 21:00,4:35:00,Ghaziabad,HOMICIDE,78,F,Firearm,No,High
31271,27-07-2023,7/26/2023 22:00,17:01:00,Pune,ARSON,53,M,Poison,Yes,Medium
31272,29-07-2023,7/26/2023 23:00,17:16:00,Hyderabad,TRAFFIC VIOLATION,71,M,Firearm,Yes,High
31273,29-07-2023,7/27/2023 0:00,9:26:00,Delhi,VANDALISM,61,M,Blunt Object,No,Low
31274,28-07-2023,7/27/2023 1:00,9:25:00,Bangalore,VEHICLE - STOLEN,23,F,Explosives,Yes,High
31275,28-07-2023,7/27/2023 2:00,5:22:00,Bhopal,EXTORTION,53,F,Knife,No,Medium
31276,27-07-2023,7/27/2023 3:00,13:38:00,Ludhiana,EXTORTION,69,M,Firearm,No,High
31277,27-07-2023,7/27/2023 4:00,6:26:00,Chennai,EXTORTION,14,F,Blunt Object,Yes,Medium
31278,28-07-2023,7/27/2023 5:00,5:10:00,Kanpur,SEXUAL ASSAULT,61,F,Other,No,Low
31279,29-07-2023,7/27/2023 6:00,22:31:00,Kalyan,ROBBERY,54,F,Poison,No,Medium
31280,29-07-2023,7/27/2023 7:00,9:09:00,Surat,COUNTERFEITING,44,F,Knife,No,Medium
31281,27-07-2023,7/27/2023 8:00,19:51:00,Jaipur,VEHICLE - STOLEN,17,M,Other,Yes,Low
31282,28-07-2023,7/27/2023 9:00,21:32:00,Kolkata,VANDALISM,35,F,Explosives,Yes,High
31283,27-07-2023,7/27/2023 10:00,1:05:00,Hyderabad,IDENTITY THEFT,59,F,Knife,No,Medium
31284,30-07-2023,7/27/2023 11:00,21:50:00,Bhopal,CYBERCRIME,28,F,Blunt Object,Yes,Low
31285,28-07-2023,7/27/2023 12:00,15:44:00,Hyderabad,ARSON,63,F,Explosives,No,High
31286,27-07-2023,7/27/2023 13:00,9:08:00,Bangalore,SEXUAL ASSAULT,18,F,Firearm,No,High
31287,27-07-2023,7/27/2023 14:00,13:59:00,Meerut,COUNTERFEITING,19,F,Explosives,Yes,High
31288,28-07-2023,7/27/2023 15:00,21:01:00,Delhi,SEXUAL ASSAULT,14,F,,No,Low
31289,28-07-2023,7/27/2023 16:00,20:10:00,Thane,CYBERCRIME,53,F,Firearm,No,High
31290,28-07-2023,7/27/2023 17:00,3:50:00,Ghaziabad,BURGLARY,56,F,Explosives,No,High
31291,30-07-2023,7/27/2023 18:00,15:00:00,Pune,ILLEGAL POSSESSION,18,F,Explosives,Yes,High
31292,28-07-2023,7/27/2023 19:00,10:17:00,Bangalore,COUNTERFEITING,62,M,Other,Yes,Low
31293,28-07-2023,7/27/2023 20:00,5:09:00,Delhi,FIREARM OFFENSE,49,F,Other,Yes,Low
31294,28-07-2023,7/27/2023 21:00,11:00:00,Ahmedabad,FRAUD,49,F,Knife,Yes,Medium
31295,30-07-2023,7/27/2023 22:00,8:53:00,Mumbai,ASSAULT,65,M,Firearm,No,High
31296,30-07-2023,7/27/2023 23:00,17:02:00,Pune,VEHICLE - STOLEN,34,F,Poison,No,Medium
31297,28-07-2023,7/28/2023 0:00,0:12:00,Ahmedabad,IDENTITY THEFT,77,F,Explosives,No,High
31298,29-07-2023,7/28/2023 1:00,9:50:00,Surat,ASSAULT,63,M,Other,Yes,High
31299,30-07-2023,7/28/2023 2:00,22:07:00,Meerut,PUBLIC INTOXICATION,71,M,Other,Yes,Low
31300,28-07-2023,7/28/2023 3:00,7:04:00,Bangalore,HOMICIDE,65,M,Explosives,No,High
31301,28-07-2023,7/28/2023 4:00,1:11:00,Patna,PUBLIC INTOXICATION,53,F,,Yes,Low
31302,30-07-2023,7/28/2023 5:00,12:14:00,Mumbai,ARSON,24,F,Explosives,No,High
31303,29-07-2023,7/28/2023 6:00,22:36:00,Lucknow,VEHICLE - STOLEN,68,F,Firearm,Yes,High
31304,28-07-2023,7/28/2023 7:00,12:59:00,Rajkot,TRAFFIC VIOLATION,78,F,,No,Low
31305,29-07-2023,7/28/2023 8:00,10:26:00,Mumbai,BURGLARY,38,F,Firearm,No,High
31306,30-07-2023,7/28/2023 9:00,0:23:00,Pune,ASSAULT,58,F,,Yes,High
31307,29-07-2023,7/28/2023 10:00,23:52:00,Nashik,DRUG OFFENSE,30,M,Blunt Object,No,Low
31308,29-07-2023,7/28/2023 11:00,9:06:00,Nagpur,ROBBERY,18,M,,No,Low
31309,31-07-2023,7/28/2023 12:00,21:26:00,Visakhapatnam,FIREARM OFFENSE,68,F,Knife,No,Medium
31310,29-07-2023,7/28/2023 13:00,20:56:00,Jaipur,VANDALISM,65,M,Poison,No,Medium
31311,29-07-2023,7/28/2023 14:00,18:00:00,Bangalore,KIDNAPPING,43,F,Other,Yes,High
31312,28-07-2023,7/28/2023 15:00,6:36:00,Kanpur,BURGLARY,50,F,Explosives,Yes,High
31313,29-07-2023,7/28/2023 16:00,7:53:00,Delhi,CYBERCRIME,54,F,Explosives,No,High
31314,30-07-2023,7/28/2023 17:00,4:26:00,Nashik,ROBBERY,69,M,Firearm,No,High
31315,28-07-2023,7/28/2023 18:00,2:26:00,Pune,ILLEGAL POSSESSION,43,F,,No,Low
31316,29-07-2023,7/28/2023 19:00,18:48:00,Bangalore,COUNTERFEITING,45,M,,Yes,Low
31317,31-07-2023,7/28/2023 20:00,23:26:00,Pune,COUNTERFEITING,73,F,Blunt Object,Yes,Low
31318,30-07-2023,7/28/2023 21:00,13:51:00,Mumbai,ARSON,70,F,Other,Yes,Low
31319,29-07-2023,7/28/2023 22:00,13:21:00,Kolkata,SEXUAL ASSAULT,10,M,Firearm,Yes,High
31320,31-07-2023,7/28/2023 23:00,3:14:00,Chennai,ROBBERY,50,F,Knife,Yes,Medium
31321,30-07-2023,7/29/2023 0:00,18:05:00,Mumbai,TRAFFIC VIOLATION,27,M,,Yes,Low
31322,29-07-2023,7/29/2023 1:00,20:21:00,Pune,ROBBERY,70,F,Other,No,Low
31323,30-07-2023,7/29/2023 2:00,4:24:00,Bhopal,FIREARM OFFENSE,27,F,Knife,No,Medium
31324,29-07-2023,7/29/2023 3:00,4:31:00,Delhi,CYBERCRIME,79,F,Firearm,Yes,High
31325,31-07-2023,7/29/2023 4:00,16:10:00,Thane,HOMICIDE,22,F,Firearm,Yes,High
31326,31-07-2023,7/29/2023 5:00,14:20:00,Jaipur,EXTORTION,57,M,Other,No,Medium
31327,30-07-2023,7/29/2023 6:00,18:35:00,Chennai,KIDNAPPING,71,M,Other,Yes,High
31328,29-07-2023,7/29/2023 7:00,0:13:00,Hyderabad,DOMESTIC VIOLENCE,62,F,Knife,Yes,Medium
31329,31-07-2023,7/29/2023 8:00,2:59:00,Lucknow,HOMICIDE,56,M,Poison,No,High
31330,29-07-2023,7/29/2023 9:00,20:58:00,Hyderabad,CYBERCRIME,37,M,,Yes,Low
31331,29-07-2023,7/29/2023 10:00,1:48:00,Agra,ROBBERY,41,M,Other,No,Low
31332,30-07-2023,7/29/2023 11:00,11:34:00,Delhi,FRAUD,11,M,,No,Medium
31333,30-07-2023,7/29/2023 12:00,0:31:00,Bhopal,DRUG OFFENSE,11,F,Firearm,No,High
31334,31-07-2023,7/29/2023 13:00,13:17:00,Bangalore,KIDNAPPING,74,M,Explosives,No,High
31335,29-07-2023,7/29/2023 14:00,19:50:00,Kolkata,FRAUD,42,M,Poison,No,Medium
31336,31-07-2023,7/29/2023 15:00,12:37:00,Mumbai,TRAFFIC VIOLATION,76,M,Poison,Yes,Medium
31337,31-07-2023,7/29/2023 16:00,4:19:00,Mumbai,FRAUD,37,F,Knife,No,Medium
31338,1/8/2023,7/29/2023 17:00,16:45:00,Jaipur,EXTORTION,15,F,,No,Medium
31339,1/8/2023,7/29/2023 18:00,23:36:00,Mumbai,DOMESTIC VIOLENCE,11,M,Poison,Yes,Medium
31340,30-07-2023,7/29/2023 19:00,17:32:00,Surat,ASSAULT,44,F,Explosives,No,High
31341,1/8/2023,7/29/2023 20:00,17:48:00,Bangalore,ASSAULT,36,F,Poison,Yes,High
31342,1/8/2023,7/29/2023 21:00,8:37:00,Hyderabad,DOMESTIC VIOLENCE,27,M,Poison,No,Medium
31343,30-07-2023,7/29/2023 22:00,1:18:00,Bangalore,DRUG OFFENSE,13,F,Poison,Yes,Medium
31344,1/8/2023,7/29/2023 23:00,6:56:00,Mumbai,FRAUD,28,F,Knife,No,Medium
31345,30-07-2023,7/30/2023 0:00,23:12:00,Mumbai,VANDALISM,65,F,Blunt Object,No,Low
31346,30-07-2023,7/30/2023 1:00,17:20:00,Ahmedabad,ROBBERY,33,M,Knife,No,Medium
31347,31-07-2023,7/30/2023 2:00,14:19:00,Mumbai,FRAUD,53,F,Knife,No,Medium
31348,30-07-2023,7/30/2023 3:00,7:21:00,Delhi,SEXUAL ASSAULT,55,F,Firearm,Yes,High
31349,1/8/2023,7/30/2023 4:00,5:11:00,Hyderabad,VEHICLE - STOLEN,74,F,Poison,Yes,Medium
31350,31-07-2023,7/30/2023 5:00,5:43:00,Agra,IDENTITY THEFT,49,F,Poison,Yes,Medium
31351,1/8/2023,7/30/2023 6:00,21:52:00,Ludhiana,FIREARM OFFENSE,38,M,Poison,No,Medium
31352,30-07-2023,7/30/2023 7:00,21:34:00,Ahmedabad,COUNTERFEITING,47,F,,Yes,Low
31353,30-07-2023,7/30/2023 8:00,0:32:00,Mumbai,ASSAULT,53,F,Blunt Object,Yes,High
31354,31-07-2023,7/30/2023 9:00,8:23:00,Hyderabad,BURGLARY,34,F,Blunt Object,Yes,Medium
31355,1/8/2023,7/30/2023 10:00,7:58:00,Agra,DOMESTIC VIOLENCE,66,F,Blunt Object,Yes,Low
31356,31-07-2023,7/30/2023 11:00,7:21:00,Kolkata,COUNTERFEITING,50,M,Poison,No,Medium
31357,30-07-2023,7/30/2023 12:00,3:42:00,Lucknow,FIREARM OFFENSE,69,F,Other,Yes,Low
31358,1/8/2023,7/30/2023 13:00,6:26:00,Delhi,TRAFFIC VIOLATION,64,F,Firearm,No,High
31359,1/8/2023,7/30/2023 14:00,8:10:00,Surat,VEHICLE - STOLEN,22,F,Knife,Yes,Medium
31360,1/8/2023,7/30/2023 15:00,17:54:00,Hyderabad,PUBLIC INTOXICATION,43,M,Poison,No,Medium
31361,2/8/2023,7/30/2023 16:00,14:00:00,Delhi,COUNTERFEITING,19,M,,No,Low
31362,31-07-2023,7/30/2023 17:00,20:33:00,Lucknow,ARSON,69,F,Knife,Yes,Medium
31363,31-07-2023,7/30/2023 18:00,2:25:00,Thane,SHOPLIFTING,40,F,Knife,No,Medium
31364,2/8/2023,7/30/2023 19:00,19:22:00,Delhi,HOMICIDE,48,F,Firearm,No,High
31365,2/8/2023,7/30/2023 20:00,13:41:00,Hyderabad,ROBBERY,69,F,Explosives,No,High
31366,30-07-2023,7/30/2023 21:00,1:25:00,Ahmedabad,ROBBERY,43,M,Firearm,Yes,High
31367,1/8/2023,7/30/2023 22:00,0:41:00,Mumbai,HOMICIDE,54,F,,No,High
31368,31-07-2023,7/30/2023 23:00,17:10:00,Chennai,VEHICLE - STOLEN,11,M,Explosives,Yes,High
31369,2/8/2023,7/31/2023 0:00,1:42:00,Delhi,HOMICIDE,73,F,,Yes,High
31370,1/8/2023,7/31/2023 1:00,7:46:00,Delhi,BURGLARY,21,M,Poison,Yes,Medium
31371,1/8/2023,7/31/2023 2:00,12:32:00,Pune,TRAFFIC VIOLATION,10,F,Other,Yes,Low
31372,1/8/2023,7/31/2023 3:00,1:21:00,Ludhiana,ILLEGAL POSSESSION,46,M,Firearm,No,High
31373,31-07-2023,7/31/2023 4:00,6:25:00,Thane,BURGLARY,18,M,,Yes,Medium
31374,3/8/2023,7/31/2023 5:00,19:42:00,Ahmedabad,IDENTITY THEFT,31,M,Firearm,Yes,High
31375,2/8/2023,7/31/2023 6:00,2:36:00,Ludhiana,ROBBERY,42,F,Firearm,Yes,High
31376,31-07-2023,7/31/2023 7:00,4:34:00,Meerut,EXTORTION,71,F,,No,Medium
31377,2/8/2023,7/31/2023 8:00,5:43:00,Delhi,ROBBERY,73,F,Other,Yes,Low
31378,1/8/2023,7/31/2023 9:00,16:24:00,Patna,CYBERCRIME,21,M,,Yes,Low
31379,3/8/2023,7/31/2023 10:00,13:31:00,Mumbai,DOMESTIC VIOLENCE,49,F,Firearm,Yes,High
31380,2/8/2023,7/31/2023 11:00,3:42:00,Jaipur,IDENTITY THEFT,15,F,Blunt Object,No,Low
31381,1/8/2023,7/31/2023 12:00,23:51:00,Bhopal,HOMICIDE,47,M,Other,Yes,High
31382,31-07-2023,7/31/2023 13:00,12:59:00,Hyderabad,CYBERCRIME,17,F,,Yes,Low
31383,1/8/2023,7/31/2023 14:00,16:33:00,Pune,DRUG OFFENSE,65,F,Firearm,No,High
31384,1/8/2023,7/31/2023 15:00,17:50:00,Kolkata,ASSAULT,11,M,Firearm,Yes,High
31385,2/8/2023,7/31/2023 16:00,12:22:00,Delhi,SEXUAL ASSAULT,68,F,Explosives,No,High
31386,1/8/2023,7/31/2023 17:00,16:16:00,Bangalore,COUNTERFEITING,18,F,Other,No,Low
31387,1/8/2023,7/31/2023 18:00,3:08:00,Bangalore,KIDNAPPING,52,M,Other,No,High
31388,3/8/2023,7/31/2023 19:00,19:02:00,Delhi,DRUG OFFENSE,38,F,Explosives,No,High
31389,1/8/2023,7/31/2023 20:00,12:22:00,Delhi,SHOPLIFTING,30,F,Other,Yes,Low
31390,2/8/2023,7/31/2023 21:00,0:46:00,Kolkata,ASSAULT,10,F,Other,Yes,High
31391,1/8/2023,7/31/2023 22:00,4:12:00,Chennai,BURGLARY,66,F,Blunt Object,Yes,Medium
31392,1/8/2023,7/31/2023 23:00,6:40:00,Chennai,SEXUAL ASSAULT,48,M,Knife,Yes,Medium
31393,1/8/2023,8/1/2023,10:40:00,Pune,CYBERCRIME,10,F,Explosives,No,High
31394,3/8/2023,8/1/2023,15:56:00,Indore,FIREARM OFFENSE,72,F,Blunt Object,No,Low
31395,1/8/2023,8/1/2023,9:54:00,Mumbai,TRAFFIC VIOLATION,23,M,Explosives,No,High
31396,1/8/2023,8/1/2023,14:31:00,Pune,DRUG OFFENSE,66,F,Other,Yes,Low
31397,3/8/2023,8/1/2023,0:01:00,Kolkata,EXTORTION,33,F,Firearm,No,High
31398,3/8/2023,8/1/2023,11:59:00,Pune,COUNTERFEITING,66,F,Other,No,Low
31399,2/8/2023,8/1/2023,9:05:00,Delhi,FIREARM OFFENSE,70,M,Blunt Object,No,Low
31400,3/8/2023,8/1/2023,20:36:00,Agra,ASSAULT,74,M,,Yes,High
31401,2/8/2023,8/1/2023,20:59:00,Lucknow,ILLEGAL POSSESSION,74,M,Knife,Yes,Medium
31402,1/8/2023,8/1/2023,1:47:00,Thane,DRUG OFFENSE,65,M,Knife,Yes,Medium
31403,2/8/2023,8/1/2023,21:23:00,Hyderabad,ILLEGAL POSSESSION,22,M,Poison,Yes,Medium
31404,2/8/2023,8/1/2023,8:13:00,Rajkot,FIREARM OFFENSE,74,F,,Yes,Low
31405,3/8/2023,8/1/2023,2:22:00,Patna,VANDALISM,63,M,Explosives,Yes,High
31406,2/8/2023,8/1/2023,12:21:00,Kolkata,IDENTITY THEFT,67,F,Firearm,Yes,High
31407,3/8/2023,8/1/2023,20:04:00,Agra,FIREARM OFFENSE,12,F,Knife,Yes,Medium
31408,3/8/2023,8/1/2023,12:05:00,Pune,PUBLIC INTOXICATION,22,M,Other,No,Low
31409,1/8/2023,8/1/2023,0:04:00,Srinagar,PUBLIC INTOXICATION,13,F,Knife,Yes,Medium
31410,2/8/2023,8/1/2023,14:15:00,Ahmedabad,ARSON,52,M,Firearm,Yes,High
31411,3/8/2023,8/1/2023,6:16:00,Mumbai,BURGLARY,79,F,Knife,No,Medium
31412,3/8/2023,8/1/2023,5:39:00,Bhopal,IDENTITY THEFT,41,F,Explosives,Yes,High
31413,2/8/2023,8/1/2023,0:11:00,Kolkata,FRAUD,62,M,,Yes,Medium
31414,4/8/2023,8/1/2023,3:39:00,Thane,BURGLARY,78,M,Explosives,No,High
31415,4/8/2023,8/1/2023,6:51:00,Delhi,VEHICLE - STOLEN,27,F,,Yes,Low
31416,4/8/2023,8/1/2023,11:24:00,Mumbai,HOMICIDE,65,F,Poison,No,High
31417,3/8/2023,8/2/2023,5:38:00,Kolkata,FRAUD,19,F,Explosives,Yes,High
31418,4/8/2023,8/2/2023,16:29:00,Visakhapatnam,DRUG OFFENSE,37,F,Explosives,No,High
31419,2/8/2023,8/2/2023,5:31:00,Varanasi,BURGLARY,41,F,Blunt Object,Yes,Medium
31420,2/8/2023,8/2/2023,11:17:00,Delhi,FIREARM OFFENSE,15,M,Knife,Yes,Medium
31421,4/8/2023,8/2/2023,10:19:00,Pune,PUBLIC INTOXICATION,60,M,Firearm,Yes,High
31422,2/8/2023,8/2/2023,22:14:00,Indore,COUNTERFEITING,65,M,Explosives,Yes,High
31423,3/8/2023,8/2/2023,23:50:00,Ghaziabad,HOMICIDE,65,F,Explosives,No,High
31424,3/8/2023,8/2/2023,12:30:00,Visakhapatnam,KIDNAPPING,45,F,Poison,No,High
31425,3/8/2023,8/2/2023,10:41:00,Indore,ROBBERY,36,F,Poison,No,Medium
31426,3/8/2023,8/2/2023,20:41:00,Nagpur,ASSAULT,25,M,Explosives,Yes,High
31427,4/8/2023,8/2/2023,21:55:00,Kolkata,BURGLARY,47,F,,No,Medium
31428,5/8/2023,8/2/2023,22:44:00,Hyderabad,VEHICLE - STOLEN,34,M,Explosives,Yes,High
31429,5/8/2023,8/2/2023,9:37:00,Delhi,FRAUD,32,F,Firearm,Yes,High
31430,3/8/2023,8/2/2023,5:25:00,Hyderabad,DOMESTIC VIOLENCE,56,F,Explosives,Yes,High
31431,4/8/2023,8/2/2023,13:42:00,Ghaziabad,KIDNAPPING,79,M,Blunt Object,No,High
31432,4/8/2023,8/2/2023,2:02:00,Mumbai,SHOPLIFTING,64,F,Firearm,Yes,High
31433,4/8/2023,8/2/2023,23:34:00,Indore,ROBBERY,45,F,Blunt Object,Yes,Low
31434,3/8/2023,8/2/2023,6:51:00,Faridabad,VANDALISM,75,F,Poison,No,Medium
31435,3/8/2023,8/2/2023,13:59:00,Hyderabad,BURGLARY,57,F,Blunt Object,No,Medium
31436,4/8/2023,8/2/2023,16:17:00,Thane,EXTORTION,32,F,,Yes,Medium
31437,5/8/2023,8/2/2023,19:43:00,Visakhapatnam,IDENTITY THEFT,11,F,,No,Low
31438,3/8/2023,8/2/2023,19:10:00,Vasai,ASSAULT,75,M,Other,No,High
31439,3/8/2023,8/2/2023,20:21:00,Varanasi,PUBLIC INTOXICATION,60,F,,No,Low
31440,4/8/2023,8/2/2023,17:05:00,Hyderabad,DRUG OFFENSE,50,F,Knife,No,Medium
31441,4/8/2023,8/3/2023,20:51:00,Delhi,VEHICLE - STOLEN,33,M,Poison,Yes,Medium
31442,3/8/2023,8/3/2023,8:18:00,Lucknow,PUBLIC INTOXICATION,50,M,Blunt Object,Yes,Low
31443,6/8/2023,8/3/2023,15:08:00,Faridabad,EXTORTION,65,F,Poison,No,Medium
31444,4/8/2023,8/3/2023,3:10:00,Pune,COUNTERFEITING,13,M,,Yes,Low
31445,5/8/2023,8/3/2023,4:00:00,Agra,KIDNAPPING,63,F,Firearm,Yes,High
31446,3/8/2023,8/3/2023,11:48:00,Mumbai,HOMICIDE,54,M,Blunt Object,No,High
31447,6/8/2023,8/3/2023,9:34:00,Patna,VEHICLE - STOLEN,59,F,,Yes,Low
31448,4/8/2023,8/3/2023,8:49:00,Delhi,COUNTERFEITING,69,F,Explosives,No,High
31449,5/8/2023,8/3/2023,9:56:00,Bangalore,CYBERCRIME,21,F,,Yes,Low
31450,6/8/2023,8/3/2023,20:11:00,Delhi,COUNTERFEITING,62,F,Blunt Object,No,Low
31451,4/8/2023,8/3/2023,6:31:00,Hyderabad,PUBLIC INTOXICATION,28,F,,No,Low
31452,5/8/2023,8/3/2023,14:31:00,Chennai,ASSAULT,74,F,Other,No,High
31453,4/8/2023,8/3/2023,18:04:00,Kolkata,EXTORTION,35,M,Explosives,Yes,High
31454,4/8/2023,8/3/2023,17:26:00,Delhi,HOMICIDE,13,M,Knife,Yes,High
31455,5/8/2023,8/3/2023,19:02:00,Agra,CYBERCRIME,47,F,,Yes,Low
31456,4/8/2023,8/3/2023,20:05:00,Ahmedabad,DRUG OFFENSE,17,F,Other,No,Low
31457,3/8/2023,8/3/2023,12:40:00,Agra,COUNTERFEITING,29,M,Firearm,No,High
31458,6/8/2023,8/3/2023,18:55:00,Mumbai,FRAUD,54,F,Explosives,Yes,High
31459,6/8/2023,8/3/2023,21:00:00,Surat,FIREARM OFFENSE,36,F,Explosives,Yes,High
31460,5/8/2023,8/3/2023,7:33:00,Surat,ARSON,41,F,,No,Low
31461,5/8/2023,8/3/2023,13:15:00,Jaipur,ILLEGAL POSSESSION,19,M,Explosives,No,High
31462,4/8/2023,8/3/2023,18:54:00,Faridabad,CYBERCRIME,48,F,Blunt Object,Yes,Low
31463,4/8/2023,8/3/2023,5:31:00,Surat,HOMICIDE,73,M,Blunt Object,Yes,High
31464,6/8/2023,8/3/2023,14:00:00,Jaipur,COUNTERFEITING,18,F,Poison,No,Medium
31465,5/8/2023,8/4/2023,16:52:00,Kanpur,ILLEGAL POSSESSION,53,F,Knife,Yes,Medium
31466,6/8/2023,8/4/2023,5:14:00,Mumbai,VANDALISM,79,F,Blunt Object,No,Low
31467,5/8/2023,8/4/2023,23:24:00,Ahmedabad,BURGLARY,32,F,Other,Yes,Medium
31468,4/8/2023,8/4/2023,22:40:00,Pune,TRAFFIC VIOLATION,30,F,,Yes,Low
31469,6/8/2023,8/4/2023,14:22:00,Nagpur,IDENTITY THEFT,30,M,Poison,Yes,Medium
31470,5/8/2023,8/4/2023,23:03:00,Bangalore,ROBBERY,36,M,Explosives,No,High
31471,6/8/2023,8/4/2023,22:26:00,Delhi,FIREARM OFFENSE,46,M,Explosives,No,High
31472,6/8/2023,8/4/2023,20:08:00,Mumbai,IDENTITY THEFT,15,F,Blunt Object,No,Low
31473,5/8/2023,8/4/2023,1:11:00,Thane,ILLEGAL POSSESSION,58,F,Firearm,Yes,High
31474,6/8/2023,8/4/2023,18:16:00,Surat,COUNTERFEITING,19,M,Poison,Yes,Medium
31475,5/8/2023,8/4/2023,18:17:00,Kanpur,ARSON,38,M,Poison,Yes,Medium
31476,6/8/2023,8/4/2023,7:56:00,Delhi,FRAUD,71,F,Poison,Yes,Medium
